BILL_1,BILL_2,BILL_3,BILL_4,BILL_5,BILL_6,AGE,SEX,EDUCATION,MARRIAGE,RISK
4821,15898,16862,16110,18458,19112,23,Female,Graduate School,Single,HIGH
66866,27072,26744,28087,27393,26646,26,Male,University,Married,LOW
14565,9500,10122,770,4159,4159,26,Male,Graduate School,Single,HIGH
75406,76907,78047,79362,81089,82796,30,Male,University,Single,HIGH
475,475,5691,37526,50565,48888,28,Female,Graduate School,Single,HIGH
2341,340,380,462,3,166,26,Female,University,Single,HIGH
2858,9934,19312,46321,146947,237926,33,Female,Graduate School,Single,HIGH
32485,30527,13407,13643,12722,13515,51,Female,High School,Others,HIGH
38298,39295,40331,41346,42013,42890,52,Female,University,Single,HIGH
13284,13987,15958,16168,16268,16600,23,Male,University,Single,HIGH
52062,49884,22348,22063,8723,7254,28,Female,University,Married,LOW
0,1170,390,0,9494,11473,25,Male,University,Single,LOW
0,0,0,0,0,0,43,Female,High School,Married,LOW
6081,3408,4016,3282,1814,2232,23,Female,Graduate School,Single,LOW
40732,44563,42804,44020,41278,34672,29,Male,Graduate School,Single,HIGH
483184,290784,277482,282869,253903,249866,51,Male,Graduate School,Married,HIGH
754,-441,4410,0,711,5650,30,Female,Graduate School,Single,HIGH
3518,0,2551,-139,2311,47,39,Male,High School,Married,HIGH
11521,5219,4560,5450,0,0,25,Female,Others,Single,HIGH
55567,65753,65379,65467,64596,62405,27,Male,High School,Single,HIGH
143737,129898,124370,112589,26958,8535,33,Female,Others,Married,HIGH
202260,102097,104596,106950,87706,88396,35,Male,University,Married,HIGH
0,0,0,0,0,0,30,Male,University,Single,HIGH
473,-27,3788,0,9386,722,33,Male,High School,Single,HIGH
49550,51636,53561,53283,53057,52908,47,Male,Graduate School,Married,HIGH
176731,177490,178659,138243,138023,137923,31,Female,University,Single,HIGH
92481,90698,80720,69788,63868,40136,38,Female,University,Married,LOW
49530,18717,3053,3537,46816,47398,34,Female,University,Married,LOW
32316,33705,28743,28217,25432,19938,28,Female,Graduate School,Single,HIGH
33134,32351,31397,30321,30000,28961,46,Male,High School,Single,HIGH
22401,21540,15134,32018,11849,11873,32,Male,University,Single,HIGH
13921,14800,16394,6198,7717,7722,38,Male,University,Married,HIGH
3580,18785,10742,37171,6192,31453,46,Male,Graduate School,Married,HIGH
78089,75159,76602,76896,78588,77770,37,Female,University,Married,HIGH
2323,5430,1152,56891,4866,9334,33,Female,University,Married,HIGH
38412,50367,64735,22792,184483,62140,47,Female,High School,Married,HIGH
332916,340159,73004,72338,58935,123936,34,Female,Graduate School,Single,HIGH
36533,33689,8108,19291,35882,18924,29,Female,University,Married,HIGH
26411,27578,29312,29680,29689,31050,37,Female,High School,Married,HIGH
217773,215017,209089,167458,137312,109980,30,Female,Graduate School,Married,HIGH
33239,33199,33757,23332,23782,16816,23,Female,High School,Single,HIGH
70800,72060,69938,16518,14096,830,39,Male,University,Married,HIGH
274558,256910,229566,148812,53157,47998,40,Female,University,Married,LOW
23820,23873,14856,17022,20032,11144,27,Female,Graduate School,Single,HIGH
41094,36554,37568,38314,39141,40231,43,Male,High School,Married,LOW
12793,14185,12970,14786,12794,14180,31,Male,University,Married,HIGH
0,0,0,0,54683,2657,35,Female,University,Married,LOW
35031,34552,33756,32960,31881,31085,38,Male,Graduate School,Married,LOW
10568,13075,13565,13055,13525,0,54,Male,University,Single,HIGH
18525,14242,25574,21948,19689,11026,27,Female,University,Single,HIGH
928,4844,3305,3287,630,2436,29,Female,Graduate School,Single,HIGH
31276,29179,26482,16770,15529,16266,56,Female,University,Married,HIGH
81606,154026,82385,79795,48999,48161,36,Female,University,Single,LOW
3139,1473,1863,390,930,390,50,Female,University,Single,HIGH
9192,13920,4022,316,8420,316,47,Male,Graduate School,Married,HIGH
49808,48736,49525,57564,56517,81397,38,Male,Graduate School,Married,LOW
22431,2004,45408,28138,6356,2900,27,Male,High School,Single,HIGH
18044,390,20718,390,390,390,33,Male,University,Single,LOW
976,5476,10303,11007,11254,5934,42,Female,University,Married,LOW
59451,29668,22740,13099,6551,0,34,Female,High School,Others,HIGH
53477,0,0,113904,116168,117375,43,Female,University,Married,HIGH
1200,1200,1200,1200,600,300,24,Female,University,Single,LOW
0,0,0,0,0,0,45,Female,Graduate School,Married,LOW
96739,98351,100369,101035,101982,103970,26,Female,University,Single,HIGH
48508,45951,44013,28094,29138,30625,28,Male,Graduate School,Single,LOW
28245,8017,19703,7474,2741,9526,30,Male,Graduate School,Single,HIGH
5283,5920,6999,8109,8596,9455,34,Female,University,Married,LOW
17250,8560,4725,8933,11784,9927,29,Female,Graduate School,Single,HIGH
7033,1602,28199,28980,29795,27091,24,Female,University,Single,LOW
70144,74850,76463,77611,78735,80430,50,Male,Graduate School,Married,LOW
27880,29342,22974,24586,25675,30765,24,Male,University,Single,HIGH
1792,0,2292,1153,607,3076,47,Female,High School,Single,LOW
76594,78254,78401,49496,50562,45682,43,Female,High School,Single,HIGH
83312,58651,37913,38582,39408,40593,30,Male,University,Single,HIGH
6077,5806,2994,5338,4714,2362,39,Female,Graduate School,Married,HIGH
5830,1330,909,390,29570,940,45,Female,Graduate School,Single,HIGH
79949,65416,45991,47229,48468,49490,30,Male,University,Single,HIGH
10591,10277,11304,12311,12410,13358,22,Male,Graduate School,Single,HIGH
898,2686,170,1363,10484,12455,25,Male,Graduate School,Single,HIGH
0,420,0,742,0,0,28,Female,Graduate School,Single,HIGH
173517,160996,132054,115551,109539,108837,31,Female,University,Married,HIGH
81003,85894,87061,89008,93523,80288,25,Female,University,Single,LOW
137823,137199,136331,123913,122657,122225,48,Male,University,Married,HIGH
21295,22629,23338,23810,25418,26050,23,Female,University,Single,HIGH
285,825,0,1230,3227,3820,42,Male,High School,Married,HIGH
152349,152359,150257,79162,79617,79670,37,Female,University,Single,HIGH
-7438,144562,147437,135043,137980,138908,33,Female,University,Married,HIGH
16235,17857,18862,18931,19624,20049,23,Female,University,Single,LOW
16178,12662,13367,14046,14425,14024,23,Female,Graduate School,Single,HIGH
70243,47779,28052,7222,99669,84426,28,Female,Graduate School,Single,HIGH
58819,59810,56566,30627,30203,28648,24,Male,High School,Single,HIGH
6967,9199,8908,9676,9680,8343,22,Female,Graduate School,Single,LOW
7593,8660,0,30498,1174,0,52,Female,University,Married,HIGH
6470,8610,15123,9761,9717,8046,24,Female,University,Single,HIGH
64913,63387,58840,56431,56859,54449,34,Female,University,Single,HIGH
25234,23518,21746,18082,18461,18830,37,Female,University,Married,HIGH
168899,174479,157088,136787,139385,122947,36,Male,University,Married,HIGH
0,0,0,0,0,0,32,Female,Graduate School,Married,HIGH
11113,14110,13609,13102,12595,14287,23,Male,University,Single,LOW
816,2440,1444,1634,1335,1825,29,Male,Graduate School,Single,HIGH
135587,138473,141297,144605,148420,150500,34,Male,University,Single,HIGH
75360,57589,54711,44396,25948,14505,37,Female,Graduate School,Single,HIGH
6257,10445,7009,12515,8037,7944,35,Male,Graduate School,Married,HIGH
1050,1050,1050,1050,1050,1050,38,Male,University,Single,LOW
51630,54183,55685,58642,60533,61823,29,Male,Graduate School,Single,HIGH
101038,66734,64018,64656,65341,66277,35,Male,University,Single,HIGH
9045,7910,6770,6880,5021,4952,29,Female,University,Single,HIGH
99516,87274,96414,74161,45585,40178,37,Male,Graduate School,Married,LOW
47598,40714,38124,19893,20314,18810,23,Female,University,Single,HIGH
28639,29482,30455,28955,25959,26144,28,Male,Graduate School,Single,HIGH
40757,39847,37561,36725,35346,33810,33,Female,High School,Married,HIGH
50460,52331,53896,54426,52956,54459,41,Female,University,Married,LOW
19760,18570,17604,11973,9517,6799,22,Female,Graduate School,Single,HIGH
9100,15658,1874,6330,-200,-200,34,Female,Graduate School,Married,HIGH
27782,5585,29572,26387,11207,0,39,Female,High School,Single,HIGH
9636,10152,1817,-828,6153,12663,30,Female,University,Married,LOW
2470,0,0,0,0,0,40,Female,University,Married,HIGH
19866,19257,18901,18210,0,0,46,Male,University,Married,LOW
103772,95228,87678,79254,71836,63675,42,Male,Graduate School,Married,HIGH
5804,6855,6599,6577,7120,6857,29,Female,University,Single,LOW
584,1133,572,803,916,1189,28,Female,Graduate School,Single,HIGH
1793,5189,8627,1530,-200,-200,28,Male,High School,Married,HIGH
4959,423,3139,2464,6170,0,30,Female,University,Married,HIGH
0,0,0,0,0,0,35,Female,Graduate School,Married,LOW
1743,316,316,632,316,316,53,Female,High School,Single,HIGH
390,390,780,390,390,7140,40,Female,Graduate School,Married,HIGH
2734,0,625,406,338,0,34,Female,University,Married,LOW
1261,2522,170,1261,390,390,40,Male,High School,Married,HIGH
167358,175635,174261,179026,181658,185523,31,Female,High School,Single,HIGH
1365,0,839,693,0,3975,44,Female,Graduate School,Married,HIGH
61580,62272,1462,622,1083,622,23,Female,Graduate School,Single,HIGH
75896,77931,79384,81367,82321,84336,27,Male,Graduate School,Single,HIGH
47664,38192,39234,20960,360,360,30,Female,University,Single,HIGH
41126,42244,43264,43751,44731,45770,27,Female,University,Single,LOW
20040,17850,13560,11748,10632,10019,21,Female,University,Single,HIGH
28700,28639,30171,29322,28572,0,33,Male,Graduate School,Married,HIGH
42850,42850,45741,45694,45645,46457,48,Male,University,Others,LOW
14096,15558,16986,17700,19401,21067,30,Male,Graduate School,Single,HIGH
1719,1732,1250,175,175,175,44,Female,University,Married,HIGH
280435,276971,225836,219426,210514,180129,30,Female,University,Single,HIGH
901,0,0,0,0,0,34,Male,University,Married,HIGH
0,0,0,8495,6480,0,33,Male,Graduate School,Single,LOW
4476,5814,5254,15570,10117,1875,22,Female,University,Married,LOW
13254,12749,13834,14894,15050,16251,46,Female,University,Married,LOW
152979,101616,105562,6102,6741,65672,51,Male,High School,Single,HIGH
6805,8449,10303,11737,10619,49872,23,Female,University,Single,HIGH
66852,68152,71459,73690,71908,76294,43,Female,High School,Married,LOW
60505,60820,54853,39112,39714,38850,35,Female,University,Married,HIGH
8800,0,5738,0,2244,66000,47,Female,University,Married,HIGH
32114,28984,16391,3729,4663,5429,28,Male,University,Married,LOW
100594,78372,91502,90859,88616,88450,36,Male,High School,Married,HIGH
185696,181236,185410,189069,197736,183299,40,Female,Graduate School,Single,LOW
3842,3934,0,0,3353,764,30,Female,High School,Married,HIGH
12857,14183,14890,15642,16387,17113,34,Male,University,Married,LOW
94953,116914,89799,89913,88484,90477,46,Male,High School,Married,HIGH
96310,78965,74289,70534,61450,65482,41,Male,University,Married,HIGH
9080,8790,8505,9557,10395,11227,40,Male,High School,Single,HIGH
86772,71275,54769,39137,26971,3426,27,Female,University,Married,HIGH
2785,3943,3126,3126,500,500,32,Male,Graduate School,Single,HIGH
264,286,550,286,22,14454,32,Male,University,Single,LOW
86769,87842,42594,26198,26766,27341,34,Female,University,Married,HIGH
-24,-350,30656,29426,29100,-1410,27,Female,Graduate School,Single,LOW
7439,8280,3403,1999,500,0,27,Female,University,Married,LOW
0,0,0,0,1090,8788,28,Male,University,Single,HIGH
14676,15721,19335,20029,20473,19860,34,Female,Graduate School,Married,LOW
4050,5426,6743,8544,9858,1303,24,Male,High School,Single,HIGH
8590,6398,16271,27825,14489,37137,28,Female,Graduate School,Single,HIGH
4310,3905,2411,1925,2943,6249,28,Male,University,Single,LOW
4857,-43,-43,968,4385,17889,32,Female,University,Married,HIGH
26615,22241,23406,15379,16715,11133,45,Female,University,Married,HIGH
124457,118666,105806,98257,91442,66762,24,Female,University,Single,LOW
1381,491,491,1132,1711,1070,33,Female,Graduate School,Single,HIGH
30739,29586,29412,18587,1558,4681,26,Female,Graduate School,Single,LOW
1508,6186,2208,1823,1516,3378,26,Female,University,Single,HIGH
22000,7746,1198,2087,1026,1026,56,Male,High School,Married,HIGH
11296,12200,11761,6761,7189,1087,24,Female,University,Single,HIGH
15329,16575,17496,17907,18375,11400,26,Male,Graduate School,Single,HIGH
4639,1825,973,-110,-110,-110,49,Male,University,Married,HIGH
14709,8158,3529,11050,15811,14774,24,Female,Graduate School,Single,HIGH
3463,5143,8351,3234,1819,1909,40,Female,University,Married,HIGH
20351,21395,22388,22431,22324,22601,46,Female,University,Married,HIGH
117471,104341,96395,82476,84205,84162,37,Male,University,Single,HIGH
996,997,998,-1,999,0,47,Male,University,Married,HIGH
1462,2472,0,492,0,0,24,Female,University,Married,HIGH
194241,193425,196537,195268,192829,192499,29,Female,Graduate School,Single,HIGH
11487,307,400,589,956,1383,30,Male,Graduate School,Single,HIGH
28397,19340,-400,-1900,-1900,-1900,29,Female,High School,Single,HIGH
21590,24326,23642,25936,25384,26905,25,Female,University,Married,LOW
0,0,0,0,0,0,31,Female,Graduate School,Single,HIGH
1145,-4,-4,2177,158,0,41,Female,High School,Married,HIGH
102292,105536,110390,122358,120714,124145,33,Male,University,Married,HIGH
43648,45919,50784,43238,30248,27447,28,Female,University,Married,HIGH
192727,194694,188465,189094,179211,87266,32,Female,University,Single,HIGH
348526,345128,337816,316739,167616,364940,31,Female,University,Married,HIGH
390,4238,780,390,390,540,29,Male,Graduate School,Single,HIGH
5772,11664,15390,7090,2115,20075,40,Male,Graduate School,Married,HIGH
19091,18487,22219,21520,20108,18207,22,Female,University,Single,HIGH
73254,68005,63311,57304,51663,45795,28,Male,Graduate School,Single,HIGH
247477,241976,242629,239438,203445,203585,36,Female,University,Single,HIGH
224041,238077,245387,248945,224776,11567,57,Male,Graduate School,Single,HIGH
77785,75984,78109,79198,80865,82859,35,Female,Graduate School,Single,HIGH
3313,7458,2329,4267,2404,4243,44,Female,University,Married,LOW
43275,42504,42471,43302,40516,43487,23,Female,University,Single,HIGH
41174,42196,43327,42335,43326,46256,53,Female,High School,Married,HIGH
228,5215,3161,762,3637,16847,61,Female,Graduate School,Married,HIGH
3377,37305,5721,11379,7939,7081,39,Female,Graduate School,Single,HIGH
7038,8052,10153,9761,9960,4010,30,Male,University,Single,HIGH
46041,59526,72823,71105,69424,68006,54,Male,High School,Married,HIGH
2000,2000,2000,2000,2000,2000,37,Female,University,Married,LOW
18049,14361,15425,16460,17380,17650,52,Female,High School,Married,LOW
2626,15912,1677,315,3042,374,28,Male,Graduate School,Single,HIGH
15856,510,2279,1796,466,466,31,Female,High School,Single,HIGH
98974,36829,31707,44433,4155,2114,45,Male,University,Married,HIGH
34645,36021,32128,27265,27133,26234,25,Female,University,Married,HIGH
651,651,651,0,651,1496,28,Male,University,Single,HIGH
530,7233,4158,8408,542,2314,41,Female,University,Married,HIGH
0,0,0,0,0,0,46,Male,High School,Married,HIGH
2457,4599,25158,61524,62779,59390,30,Female,University,Married,LOW
1183,1362,1352,1867,36986,40053,24,Female,University,Single,HIGH
626,0,1290,0,0,1200,42,Female,Graduate School,Married,HIGH
291,291,0,582,291,0,53,Male,High School,Married,HIGH
16996,9049,9744,8907,557,0,27,Female,University,Single,HIGH
291,291,291,291,291,291,38,Male,University,Married,HIGH
38783,62793,1286,1117,1117,0,28,Female,Graduate School,Single,HIGH
60273,61839,62370,63429,26779,27521,49,Male,High School,Single,LOW
2828,2828,2828,2828,2828,3013,31,Male,Graduate School,Single,HIGH
215521,210695,213758,208821,213083,217340,42,Male,University,Married,LOW
3379,1715,1170,780,390,150,38,Female,University,Married,HIGH
173065,171015,162516,163447,134939,135815,52,Female,High School,Single,HIGH
15491,22984,20700,19805,23802,23085,32,Male,Graduate School,Married,HIGH
13012,13502,13892,14369,15333,16289,47,Female,High School,Married,HIGH
17214,9633,10944,11280,11011,7755,37,Male,University,Married,HIGH
30711,28729,7605,0,0,3011,50,Female,Graduate School,Married,HIGH
2880,0,0,0,2894,210,39,Female,University,Single,HIGH
3353,5341,5966,3348,5051,7128,33,Male,University,Married,HIGH
91263,70251,45385,46331,47494,48433,49,Female,University,Married,HIGH
48688,101878,20475,20325,20276,20662,53,Female,University,Married,HIGH
1655,4271,3711,2121,2275,2895,33,Female,University,Married,HIGH
13770,14024,9232,4173,4408,5846,29,Female,University,Married,HIGH
34819,30937,30348,23459,23200,21281,35,Female,University,Single,HIGH
792,0,396,485,46773,47313,27,Female,University,Married,HIGH
604019,605943,439854,404157,370686,294348,44,Male,Graduate School,Single,HIGH
36205,38609,42996,43992,43155,44436,61,Female,High School,Single,HIGH
0,194,0,0,0,0,29,Female,Graduate School,Single,HIGH
1048,1048,1048,1048,390,390,42,Male,University,Married,HIGH
177893,134212,128505,130078,128771,106396,39,Female,Graduate School,Married,LOW
56341,54869,67965,73871,79707,85433,24,Female,High School,Married,LOW
4479,4272,4064,3856,4390,4171,53,Female,High School,Married,LOW
62080,67523,68334,67132,66796,67743,47,Male,High School,Married,LOW
